Link,Domain,Have_IP,Have_@,URL_Length,Domain_Length,URL_Depth,occurence_tirets,Redirection,Number_%,https_Domain,TinyURL,label
https://www.mitsubishi-motors.com.bh,mitsubishi-motors.com.bh,151.101.130.114,0,36,24,1,2,6,1,0,0,0
https://www.fitmarkbags.com,fitmarkbags.com,67.225.190.159,0,27,15,1,1,6,1,0,0,0
https://www.jerrybland.com,jerrybland.com,198.49.23.144,0,26,14,1,1,6,1,0,0,0
https://www.johnhandy.com,johnhandy.com,65.182.101.41,0,25,13,1,1,6,1,0,0,0
https://www.montala.com,montala.com,93.93.130.35,0,23,11,1,1,6,1,0,0,0
https://www.teampeterstigter.com,teampeterstigter.com,193.189.149.8,0,32,20,1,1,6,1,0,0,0
https://www.theradiodepartment.com,theradiodepartment.com,167.99.206.111,0,34,22,1,1,6,1,0,1,0
https://www.ferrara.comune.fe.it,ferrara.comune.fe.it,5.144.191.31,0,32,20,1,1,6,1,0,0,0
https://www.ld-dvd-bluray.2-d.jp,ld-dvd-bluray.2-d.jp,112.78.125.211,0,32,20,1,4,6,1,0,0,0
https://www.preder.net,preder.net,213.186.33.40,0,22,10,1,1,6,1,0,0,0
https://www.tencommandos.net,tencommandos.net,198.185.159.144,0,28,16,1,1,6,1,0,0,0
https://www.indianffth.nl,indianffth.nl,185.53.177.50,0,25,13,1,1,6,1,0,0,0
https://www.ttmath.org,ttmath.org,51.83.201.84,0,22,10,1,1,6,1,0,0,0
https://www.go4it.ro,go4it.ro,188.114.96.2,0,20,8,1,1,6,1,0,0,0
https://www.nbm-md.1gb.ru,nbm-md.1gb.ru,81.177.143.251,0,25,13,1,2,6,1,0,0,0
https://www.dragonboat.sport,dragonboat.sport,185.230.63.107,0,28,16,1,1,6,1,0,0,0
https://www.alanwilsoncannedheat.com,alanwilsoncannedheat.com,166.62.78.1,0,36,24,1,1,6,1,0,1,0
https://www.highway61radio.com,highway61radio.com,69.163.164.179,0,30,18,1,1,6,1,0,0,0
https://www.jorgeavilaopina.com,jorgeavilaopina.com,34.98.99.30,0,31,19,1,1,6,1,0,0,0
https://www.phuktalmonastery.com,phuktalmonastery.com,,0,32,20,1,1,6,1,0,0,0
https://www.thepopcore.com,thepopcore.com,173.254.110.37,0,26,14,1,1,6,1,0,0,0
https://www.zachjohnsongolf.com,zachjohnsongolf.com,70.34.36.58,0,31,19,1,1,6,1,0,0,0
https://www.languageandthinking.bard.edu,languageandthinking.bard.edu,172.67.11.174,0,40,28,1,1,6,1,0,0,0
https://www.pkditjenpdn.depdag.go.id,pkditjenpdn.depdag.go.id,,0,36,24,1,1,6,1,0,0,0
https://www.thecaymanislands.ky,thecaymanislands.ky,192.0.78.25,0,31,19,1,1,6,1,0,0,0
https://www.davidhydepierce.org,davidhydepierce.org,162.255.119.43,0,31,19,1,1,6,1,0,0,0
https://www.krp.org,krp.org,217.194.213.132,0,19,7,1,1,6,1,0,0,0
https://www.santafetrailnm.org,santafetrailnm.org,,0,30,18,1,1,6,1,0,0,0
https://www.sia.sic.org,sia.sic.org,,0,23,11,1,1,6,1,0,0,0
https://www.planputina2012.ru,planputina2012.ru,104.21.11.121,0,29,17,1,1,6,1,0,0,0
https://www.rockwired.com,rockwired.com,98.137.244.37,0,25,13,1,1,6,1,0,0,0
https://www.ruemasson.com,ruemasson.com,66.29.128.175,0,25,13,1,1,6,1,0,0,0
https://www.section4football.com,section4football.com,64.246.141.6,0,32,20,1,1,6,1,0,0,0
https://www.spislandbreeze.com,spislandbreeze.com,199.233.235.98,0,30,18,1,1,6,1,0,0,0
https://www.electrek.files.wordpress.com,electrek.files.wordpress.com,192.0.72.23,0,40,28,1,1,6,1,0,0,0
https://www.research.jsc.nasa.gov,research.jsc.nasa.gov,,0,33,21,1,1,6,1,0,0,0
https://www.jukeboxhistory.info,jukeboxhistory.info,185.104.29.235,0,31,19,1,1,6,1,0,0,0
https://www.handcuffs.org,handcuffs.org,64.71.34.14,0,25,13,1,1,6,1,0,0,0
https://www.ptpart.co.uk,ptpart.co.uk,94.136.40.82,0,24,12,1,1,6,1,0,1,0
https://www.eschertile.com,eschertile.com,50.87.146.9,0,26,14,1,1,6,1,0,0,0
https://www.octaviov.com,octaviov.com,169.62.176.226,0,24,12,1,1,6,1,0,0,0
https://www.sologenealogia.com,sologenealogia.com,188.114.96.2,0,30,18,1,1,6,1,0,0,0
https://www.tjsawyer.com,tjsawyer.com,67.205.60.25,0,24,12,1,1,6,1,0,0,0
https://www.imac.ie,imac.ie,198.49.23.144,0,19,7,1,1,6,1,0,0,0
https://www.holyquran.net,holyquran.net,69.13.53.92,0,25,13,1,1,6,1,0,0,0
https://www.homes101.net,homes101.net,104.16.16.194,0,24,12,1,1,6,1,0,0,0
